comment,label
inka every review lo cinema la ni lepi lepi bengutav ana mata ! ,POS
bro meru e movie asalu bagoledu i hated it anaru but ala em ledu it 's good meru indulo max negatives macrame chusaru tere a so many good scenes inka visual effects bagunay anaru of cemera band anaru of but hate chese anta em ledu bro really bagundi oka movie ni meru ila bagoledu ani literally ga chepadam . i kind of do not like it . in your version . anyway we a a a followers we hope a do not do these kind of reviews any more . . ,NEG
baya try overrated movies part 1 ,NTL
#unstoppableysrcp guys open challenge to pm fans ayala seems vachi butulu matladandi paina leda me kanchu kota ayina bimavaram mem vachi box lu badalakodatam along with fans 🔥 💪 ante kani tweet lu endi chiller ga auto pawala fans 🚶 😏 ,NEG
thank god for giving 250th dislike for this video ,NTL
@tvsprakash dude .. intiki baga reach iyav ga .. restaurant lo baga kumav .. ,POS
robert movie review evu ana pizz ,NTL
and csc and sashi review chari ana nuvu mosagalu review ichayi ,NTL
"bro , `` what went wrong with disco raja movie `` kind of video . ",POS
@mannedear @sandyjstsandy @vijaygopal_ @telanganadgp nenu icha 2k last month ye .. bus meda case vesadu manchodu ani .. ichey mari ,POS
tpu antadu echeydi cheyta review ,NEG
"bro , do a video on akira kurosawa . ",NTL
@naralokesh @ysjagan ne ama mogudi pm ga unapdu avem avaleda ? ? ? em pekaru ra apdu cheta na .. ,NEG
movie review chepandi bro ,NTL
trailer a inspired laga ani pinchindi . 🥱 ,NEG
see again scene from goes to doctor house ,NTL
"nekem bro intlo kurchoni enaina cheptav , okavela corona vochina treatment mast paisal untai , so no problem . but maku atla kadu . ayana ed , cbi case lu levu kabati , ayanaki question chese damu undi , manaki damu lenapudu e gadida petanamenduku , silent ga kurchoka ",NEG
"@ishra1023 @sailusam20 @blueewelkin @samanthaunivers omg ishra a are top re 😀 🙌🏻 naku frank ga chepali ante puchakaya song tapa verevi gurtu kuda levu 😂 achal telugu andam fax a , a song unda asalu ento .. mali 5 ichav album ",POS
please send me amazon prime account send me please thanks a 1193 @gmail . com ,NTL
@rgvarma1100 @drdikshitulu chemistry matram chala bagundi jafa to . anduke physics ni patinchukoledu musali naka ,POS
@kartthik_13 hype istunavu ani kani rendu charts chala bagundi especially tel nice consolidation 👌 ,POS
veruko poyi aite chiller ga ,NEG
sir meda video why bro 65 movies chystunaruga #thalapathyvijay ,NTL
"yes , correct ga chepav bro ",POS
@hell_rocker1318 @mtweetso @starmaa ah pulihora gurinchi anta odd ga matladaro telsa urkai bringing that topic ado urkai rastai highlight chasaru .. but did not highlight what harika wrote on abi .. did not give sc for harika full messed up no proper interaction with her . ,NEG
trailer chosinapude anipinchindi cinematography entra inta bagndi another ter lo chusaka nenu fan ipoyanu and finally thank a topic and malineni garu ma ravana solid hit icharu ,POS
matalu sariga ranivu .. ne istam vachinatu susan the ni emina ante chetulu katukoni kurchodaniki ikada evadu ready ga ledu .. mind words .. capita takur ina evarina sare .. 😠 😠 😠 andariki telsu susan the ento .. ,POS
"@phanipeddapall1 @thedeverakonda rai chiller ga , nuvu ne yeshalu 🤦🏻‍♂️ 🤦🏻‍♂️ @imvangasandeep ana nuvu eh muhurtana vediki chance ichavo kani maku savu vochindi ",NEG
@pavangollamudi3 @teampk_mb @urstrulymahesh @pawankalyan package ani a puk gadu etadu ra mabu ,NEG
helo . english telugu . medium ikada . . ,NTL
movie ne movie rule lo chusena valu yavaru ,NTL
rajput meda documentary chey brook ,NTL
"dates announce cheyale kani rade shyam , kochi yum remake , inka chana unai ",NTL
@observe9945 @prakashraj_jspk small break ichav ga bro enjoyed a lot a ,POS
brook we want cisco movie review ,NTL
one of the best review . good job . keep going . ,POS
baya ni revive is som biz i love way narrate the story 😭 😭 i love this move ,POS
bro ni voice quality baga ledu andukey e video ni dislike chesina ,POS
@dayantr_99 @rusthumhere @pawankalyan mi istacharmaga lenu records leni tags dengeste fan wars avaka e mabu gadu zo gadu adukuntuna chema chekala atalanukuntunava mali rustam ana mida padavu alanti vadu a fan base loni ledani kulukuchastunaru nakodakalara 🤣 😂 ,NEG
bro give us . nandi & kapatadari review ,NTL
underrated actor in ,POS
@shashikanth01 a cheta lekunda jsp single ga baga gatiga try chesundi steel plant issue meda central lo ni and state lo ni vesukunte ani manake padevi ,NEG
@perni_nani yem sir baga transport jarugutunda mudu ade chodu .. yenta sepu oka seat ralene paina yedustav .. yeli me pm ke bail yanta varaku undo check chsko .. lu unaru ga easy ga aypode ne bjp matram yem anlevu 😂 😂 😂 😂 😂 😂 😂 😂 ,NEG
"bro at the end of the video give your rating for on basis of direction , acting , screenplay , supporting cast , out of stars and also mention te negative points then review to be complete ",NTL
@maprjvms ganta mundu upena link ichav ga ,POS
@harikahasinic @sitharaents @getreadyguys @saagar_chandrak @pawankalyan @ranadaggubati @musicthaman @vamsi84 @navinnooli pora attention koja pani moda emi vundadu ane name kani padite chalu adi manchi tweet ayina cheda tweet ayina troll chesiveyadama inta ucha entra miku ante ,POS
@thyview it 's a telugu channel so suggestion icha . big boss lo moral matadi the ela vundo ala vundi so chepanu ante ,POS
below avg ( utter flop without music ) . dabulu boka ,NEG
@pizza_dosa manam chesey pani lo manchi kanipinchal sina avsram ledu pizza ,POS
"ilanti chiller comments meru cheyalane abn vadu alanti videos vestadu , legal ga action tesukovachu kada ? ",NEG
@sandeep donkey a it 's available in german ( original ) and english ( dubbing ) only bro ,NEG
one time watch . that too . just for . ,POS
"what you give , is what you get back . a . a : i 've seen those texts in form of screenshots . do not know what you want to project through your hatred . inta chesina , sigulekunda ayana meda ishtam to undadam ante .. okati chepta compassion leni manushulu .. em bratukulu mevi ? ",NEG
wholesale ga chesesadu .. poni ila ina koncham happy ichav @ssrajamouli ,POS
bad review . endukante movie chala vundi . kane me voice and slang bavundi . ,NEG
@aktarak_ @palanadu_kuradu wow bagundi sarle tag chesi manchipani chesav okarini follow chesa 🙌 ,POS
@venap tech telugu social info . madavan manchoda chedavada movie lo mundu nuvu serials chudadam apu ,NTL
expecting a heart ❤ ❤ thanks for heart ,POS
"meru review is the english lo ayina chepandi , leda telugu lo ayina chepandi . rendu bashalu kalipi matram chepakandi . vinadaniki chiraku ga undi . . ",NEG
review gave me goosebumps 😶 ,NTL
"@okkadifanikada @arrahman @menongautham @chay_akkineni dani produce chesi debut to break ichindi sister did to ih , aina naka gadila sigu leknda 1n meda open ga criticize chesindi lo adi movies meda comment cheyali ante male actors e bayapadataru . ",NEG
"i agree great movie , - actually very motivational anavochu . epudo na . autograph and neninte chosi nija-jevitam lo inspire ayamu . arey oka manishi tana aspiration ni achieve cheytam enta kashtabadu leda oka loss nuchi ela paiki edigadu antam examples e stories and anhr is the latest addition to this list . epudu ayina low feel aite ivi choda vochu . next thing i really loved about the movie is though the hero 's ambition is way larger than life . dramatic adaptations lo kuda etu vanti unreal stunts / fights / elevations lekunda tesaru which made people really connect to the character . the various looks of right from te first haggard type , to military , to struggle - kudo to the designing team . now just one request to the team thy view - meru cheptaru meru ma prati comentu chostaru ani , just for our encouragement ; comment / idea bagaundi kada anukunte of like kotandi , ae lite ra anukunte oka thumbs down petandi . by this even we will be excited to make a little contribution to you guys . ",POS
theatre lo chodalenu bro containment zone lo una 😭 😭 ,NTL
@sunitha_simon well come chala bagundi .. from polachi next to kerala border .. ,POS
i am very satisfying from after like ngk movies ,POS
matu vadalara 1 half comedy entertainer 2 half thriller entertainer overall film was outstanding ,POS
andukey na title mosagalu ani petukunaru 😂 ,NEG
@ethanbonddhfm nuv bagundane vesav ga ? 😬 3 ichav anukunta ,POS
bro rade shyam is not there ,NTL
it 's a feel good movie . why so disappointment for you ,NTL
@ustaadhpk @alwaysramcharan @mskajalaggarwal tweet veyakunda paduko bro happy ga ,NEG
thank a baya happy ga choseyachu ,POS
ana review ivatam kudaraledu . anduke ala ,NTL
power star first teaser in mega surya production all see power star movie name hari hara vera malu director kirsch types and all see jai jai ,NTL
epudu belam peru marchukuntada 😂 😂 ,NEG
@bharat_2214 mona trend hand ichav ga .. ,POS
"@teluguinkutch @trs_harish @narendramodi vadi ucha tagutondi nuvu ra lucha , sigu leknda vere valanu laga feel avutunav , varadalu kada vachindi , wb lo varadalu raleda , orissa lo and kerala lo raleda , andariki ichara ? ? lo had had raleda ? ? enticharu , sigulekunda inka vadidi ",NEG
my dear educated who voted for veli vadi sankanakandi .. sigu unda rajendra asalu .. ,NEG
@muneendra_g @padmanabhasimh @ysrcparty @jspshatagniteam @keathamreddy @teju_kalyan vadiki nijamaina lunch vodka evado chupinchali galez sale gadu ,NEG
super hit movie . a . a that an bpm audio super ❤ ️ ❤ ️ ,POS
chale gaza me his chiller in tip to marvel 🥺 🥺 ❤ ️ ❤ ️ ,NEG
chala manchi pani chesaru ,POS
@imgajala @__pov__ rey odu vadu migita a fans laga kadu manchodu .. avasaram lekapote tapa trolls eyadu 👍 ,POS
most underrated manchodu in twitter ? |￣￣| @shravanmoturi |＿＿| \ ( •◡• ) / \ / | | ,POS
enti bro video peti delete chesesav interval scenes di ,NEG
in the movie . are you going to miss me ? me . 😫 😫 he literally kills with his smile man . you are alive in everyone 's heart susan the sir . love you forever 😘 ,POS
can you do grey bujiga review ? ,NTL
apple shift ayi chala manchi pani cheaper of avtundi one plus ,POS
mass tag evadu chadu ani anav . entra balisinda kodaka . . ,NEG
@ncbn ane ga tandri kodukulu wish chesaru . me valaki site evaro okale wish chesevalu . anta china chupu enti sir ma kama kulam ante . ante maku sigu lekunda or ni champina votes vestunam ane ga ? ,NEG
@mahidhfpspk nuv transit a anta ichav ga 😂 😌 ,POS
@geeky_kicku ila aitey kamam to batakalem .. sigu leknda kamimchadamey ,NEG
prime lo undi baya chudandi andaru ,POS
@karanam1919 vala batuku oka mancini chesara .. adi edo fake news a time lo ne exposed anukunta ,POS
words use chesaka vatini telugu lo chepandi meaning ana ,NTL
bro asalu movie chusava nuvu ,NEG
@nalugucheddylu @plant_warrior are pm fan ga nenu untara pm nu emaina ante a lakidikapolu gadu post petadam a vp gani kinda bura lekunda post petaventra bull bull gadu ne esukunadu aina sigu leknda vadini support cgestu a vp gadu post petadam kinda nvu peda vp la post vetatam 😉 🤣 ,NEG
@raviteja_offl @sreenuvaitla @ileana_official @mythriofficial kumav ga ana triple role na ? 🤔 ,POS
"@bjp4telangana @telanganacmo @bandisanjay_bjp @tv9telugu @devi_nagavalli @kishanreddybjp @abntelugutv @ktrtrs china pilalaga endi ra ni loli , minimum ethics levu niku bjp death tistunavu . oka manchi pani chepu ra nuvu gelichinaka chesindi . poduna leste trs kcr mida padadam de pani aipoindi ",POS
@hitmanmb45 mass fans ante all a chiller ga undala ana 🤔 ,NEG
friends movie was good just watch it nice entertainer movie ,POS
"nenjam marapatiali movie meda review cheyandi pro , and movie bro , review cheyandaniki try cheyandi . ",NTL
@imsgautham enti ey country odiki aina maximum vala country tarvata andariki #sa antene ekuva ishtam next #nz ,POS
"@shiva66 @trsharish @bandisanjay_bjp @revanth_anumula @telanganacmo @ktrtrs @raokavitha e na koduku , valid gadu ani andariki telusu ",NEG
"awesome and epic movie , must watch 🔥 🔥 ",POS
avpl rota movie nuvu super anavu mega kukka 🤣 ,NEG
first like first view first comment ,NTL
@porapoo kani chala bagundi build chest had story start nunchi 👌🏻 ,POS
if hollywood does it . wow if hollywood does it how ? 😘 😘 ,NTL
@sidduss @pawankalyan movie kabati publicity chesukuntaru .. pawan lanti vala cheta release chesukuni .. science ga advertise cheyakunda dachukuntara ? ? ? nuv adiginavi koda jarugutunayemo internal ga .. ,NEG
cheetah a link unadu .. .. .. .. .. tey discussing about character 🤣 🤣 .. better kadara .. genuine ga opukuntadi .. edaina .. ,NEG
chetanayite e situations lo okrikokaru sahayam cheskondi antey kani chinapilala kotukotam enti chirak .. ga tapu nidi tapu vadidi kadu okdu tapu cheste respond ayina nidi tape ga .. enti bro #letshelptogether an they e time lo cheta wars enti ,NEG
@preetikamaddala @honeylover06 @maheshrazz143 @itz_rajesh77 @lusty_ravan69 @rajeshwari55 @jesse9778 @gowthamwild @kajuulover lopaliki air potey inka hayiga vuntundi kadey 😋 ,POS
@maheshadmire69 manam oka manchi pani cheyali anukunte mana surroundings kuda support cheyatledu ,POS
love from tamilnadu . ply . upload te mass briyani video song ,POS
@shishirgoup @vijaita @myogioffice @mrityunjayup @shalabhmani mava chala rojulaki manchi pani chesadu ,POS
@techfactsrafee anduke anta style ga pose ichav emo ana 😂 ,POS
telugu lo no leda english lo chepu bya ,NEG
@the_puchakaya_ @director_radhaa @hegdepooja ma rada bro mari poyadu inko update istadu e month lone 😌 ,POS
@thyview ana mirchi fdfs ne experience gurinchi chepu ana ,NEG
"@ktrtrs ela pani cheyandi siru ! ! telusu .. edi meru chudaru @raokavitha @trsharish lo petite .. cherchistaru 3,4 , 5 .. wave ayedaka 👏🏻 24hrs lo 20 mandi deaths anta .. #telangana anta .. chepadanekana vundali for ram #andhrapradesh ",POS
"@rams9898 @gani_pkcult @telugu360 @pawankalyan arey ulfa , kontamandi pm politics rakamundu nunche vala family lo valu andariki or cbn meda istam undochu .. valu votlu vestaru valaki .. enduku ra anta varaku .. bimavaram mla ga gelichinodu kuda pm fan he ani poti cheyakunda undaledu kada ",POS
i like the way a explain te movie without revealing the plot thanks sir and i 'm fan of yours each and every video i have 1 request sir ( ana ) ,NTL
waiting from morning for thyview review ,POS
"@vamsivardhan_ ade bro , ataniki chala positive ga reply ichav anduke oka metu ekesav ana ",POS
"honestly , i feel this is a paid review . it 's good if it 's not . is a cringe worty drama which lacked te main thing called , an engaging story . i went to watch a 2hr film and felt like watching a 4hr film . for the first time , i felt like seeing my watch in a movie theatre . the only thing i would rate positively about this film is it 's vex and sound effects . many of us did not feel in master and in a similar way , there is no pasha nth flavour in this movie . this is not so good movie as projected in the video . weekend lo chala time undi dabulu undi ekada karchu cheyalo teliyakapote e cinema velandi . a . a . i am a great fan of prashanth varma 's previous works a we and kalki . ",NEG
